,date,locality,state,location,location_detail,county_x,claims,valence,issues,size_low,size_high,size_mean,size_cat,lat,lon,resolved_locality,resolved_county,resolved_state,fips_code,month_year,county_y,population,size_mean_over_pop
5755,2020-07-25,Eaton,CO,"Eaton, CO",Collins St,,in support of police,2.0,policing,300.0,300.0,300.0,2,40.519405,-104.702515,Eaton,Weld,CO,8123.0,2020-07-01,Weld,328981.0,0.0009119067666521775
5757,2020-07-25,Loveland,CO,"Loveland, CO",U.S. Highway 34 along the south side of Lake Loveland,,"in support of police, for patriotism, defend police",2.0,policing,300.0,300.0,300.0,2,40.397761,-105.07498,Loveland,Larimer,CO,8069.0,2020-07-01,Larimer,359066.0,0.0008355009942461832
5761,2020-07-25,Marion,IA,"Marion, IA",City Square Park,,"in support of police and first responders and the military, defend police, for patriotism",2.0,military; policing,250.0,300.0,275.0,2,42.033279,-91.596896,Marion,Linn,IA,19113.0,2020-07-01,Linn,230299.0,0.001194099844115693
5762,2020-07-25,Chicago,IL,"Chicago, IL",Grant Park,,"in support of police, against Mayor Lightfoot, Blue Lives Matter, against removal of Christopher Columbus statue",2.0,policing; racism,200.0,200.0,200.0,2,41.878114,-87.629798,Chicago,Cook,IL,17031.0,2020-07-01,Cook,5275541.0,3.791080383983368e-05
5767,2020-07-25,Fort Wayne,IN,"Fort Wayne, IN",Allen County Courthouse,,"in support of police, Blue Lives Matter",2.0,policing,20.0,20.0,20.0,1,41.079273,-85.139351,Fort Wayne,Allen,IN,18003.0,2020-07-01,Allen,385410.0,5.1892789496899406e-05
5769,2020-07-25,Louisville,KY,"Louisville, KY",downtown,,against Black Lives Matter,2.0,policing; racism,100.0,100.0,100.0,2,38.252665,-85.758456,Louisville,Jefferson,KY,21111.0,2020-07-01,Jefferson,782969.0,0.0001277189773796919
5771,2020-07-25,Baton Rouge,LA,"Baton Rouge, LA",Louisiana State Capitol,,"in support of police, for patriotism",2.0,policing,300.0,300.0,300.0,2,30.451468,-91.187147,Baton Rouge,East Baton Rouge Parish,LA,22033.0,2020-07-01,"East Baton Rouge Parish, Louisiana",456781.0,0.0006567698744037077
5774,2020-07-25,Baltimore,MD,"Baltimore, MD",Baltimore City Hall,,against anti-racism protests,2.0,racism,100.0,100.0,100.0,2,39.290385,-76.612189,Baltimore,,MD,24510.0,2020-07-01,"Baltimore city, Maryland",585708.0,0.00017073353957944913
5780,2020-07-25,Bloomington,MN,"Bloomington, MN",Bloomington Civic Center,,"in support of police, all lives matter, for President Trump, against communism, against defunding police, against coronavirus masks",2.0,covid; democracy; executive; policing; racism,100.0,300.0,200.0,2,44.840798,-93.29828,Bloomington,Hennepin,MN,27053.0,2020-07-01,Hennepin,1281565.0,0.00015605919325200048
5794,2020-07-25,East Meadow,NY,"East Meadow, NY",Eisenhower Park,,"in support of police, for patriotism",2.0,policing,2000.0,2000.0,2000.0,3,40.71399,-73.559016,East Meadow,Nassau,NY,36059.0,2020-07-01,Nassau,1395774.0,0.0014328967296997938
5797,2020-07-25,Hamburg,NY,"Hamburg, NY",Hamburg Town Hall,,"in support of police, Blue Lives Matter",2.0,policing,25.0,30.0,28.0,1,42.715893,-78.829477,Hamburg,Erie,NY,36029.0,2020-07-01,Erie,954236.0,2.9342846004552333e-05
5803,2020-07-25,Canton,OH,"Canton, OH",downtown,,"in support of police, against defunding police",2.0,policing,25.0,25.0,25.0,1,40.798947,-81.378447,Canton,Stark,OH,39151.0,2020-07-01,Stark,374853.0,6.6692810248284e-05
5804,2020-07-25,Lancaster,OH,"Lancaster, OH",Fountain Square at Broad and Main streets,,in support of the city police department,2.0,policing,50.0,75.0,62.0,1,39.713675,-82.599329,Lancaster,Fairfield,OH,39045.0,2020-07-01,Fairfield,158921.0,0.00039013094556414823
5806,2020-07-25,Eugene,OR,"Eugene, OR",Wayne Lyman Morse United States Courthouse,,against anti-racism protesters,2.0,racism,60.0,100.0,80.0,1,44.052069,-123.086754,Eugene,Lane,OR,41039.0,2020-07-01,Lane,382971.0,0.00020889310156643715
5810,2020-07-25,Glenshaw,PA,"Glenshaw, PA",Shaler Area Middle School,,"in support of police, kill transgenders, all lives matter",2.0,lgbtq rights; policing; racism,20.0,20.0,20.0,1,40.532508,-79.968039,Glenshaw,Allegheny,PA,42003.0,2020-07-01,Allegheny,1250578.0,1.599260501943901e-05
5812,2020-07-25,Millcreek Township,PA,"Millcreek Township, PA",Harley-Davidson of Erie,,in support of police,2.0,policing,250.0,250.0,250.0,2,42.069882,-80.165185,,Erie,PA,42049.0,2020-07-01,Erie,270876.0,0.0009229315258642331
5813,2020-07-25,North East Township,PA,"North East Township, PA",Gravel Pit Park,,"in support of police, for law and order, for freedom",2.0,civil rights; legislative; policing,300.0,300.0,300.0,2,42.186274,-79.818468,,Erie,PA,42049.0,2020-07-01,Erie,270876.0,0.0011075178310370798
5814,2020-07-25,Shaler Township,PA,"Shaler Township, PA",Shaler Area Middle School,,in support of police,2.0,policing,20.0,20.0,20.0,1,40.530918,-79.952845,,Allegheny,PA,42003.0,2020-07-01,Allegheny,1250578.0,1.599260501943901e-05
5820,2020-07-25,Weatherford,TX,"Weatherford, TX",Parker County Courthouse,,"against removal of Confederate statue, for President Trump",2.0,executive; racism,200.0,500.0,350.0,2,32.759296,-97.797254,Weatherford,Parker,TX,48367.0,2020-07-01,Parker,148222.0,0.0023613228805440486
5822,2020-07-25,Chesterfield,VA,"Chesterfield, VA",Chesterfield County Courthouse,,in support of police,2.0,policing,200.0,200.0,200.0,2,37.377094,-77.504986,Chesterfield,Chesterfield,VA,51041.0,2020-07-01,Chesterfield,364548.0,0.0005486245981324819
5823,2020-07-25,Louisa,VA,"Louisa, VA",Louisa County Courthouse,,in defense of Confederate monument,2.0,racism,4.0,4.0,4.0,1,38.025139,-78.004165,Louisa,Louisa,VA,51109.0,2020-07-01,Louisa,37596.0,0.00010639429726566656
5827,2020-07-25,Virginia Beach,VA,"Virginia Beach, VA",Virginia Beach Police Department,,"in support of police, defend the police, in our police we trust",2.0,policing,450.0,450.0,450.0,2,36.852926,-75.977985,Virginia Beach,,VA,51810.0,2020-07-01,"Virginia Beach city, Virginia",459470.0,0.0009793892963632011
5829,2020-07-25,Montpelier,VT,"Montpelier, VT",Vermont Statehouse,,in support of police,2.0,policing,200.0,250.0,225.0,2,44.260059,-72.575387,Montpelier,Washington,VT,50023.0,2020-07-01,Washington,59807.0,0.0037621014262544518
5832,2020-07-25,Centerville,WA,"Centerville, WA",Eddieville Park,,"in support of police, against socialism, for President Trump, against labor unions, against Governor Inslee, against state-mandated closures of churches during coronavirus pandemic",2.0,covid; democracy; executive; labor; policing; religion,100.0,100.0,100.0,2,45.753179,-120.904788,Centerville,Klickitat,WA,53039.0,2020-07-01,Klickitat,22735.0,0.004398504508467121
5846,2020-07-26,Chicago,IL,"Chicago, IL",Arrigo Park,,against removal of Christopher Columbus statue,2.0,racism,24.0,24.0,24.0,1,41.878114,-87.629798,Chicago,Cook,IL,17031.0,2020-07-01,Cook,5275541.0,4.549296460780041e-06
5848,2020-07-26,Grayson,KY,"Grayson, KY",Main St and State Route 7,,"for racism, for patriotism, Black lives splatter",2.0,racism,250.0,250.0,250.0,2,38.332581,-82.948502,Grayson,Carter,KY,21043.0,2020-07-01,Carter,26627.0,0.009388966087054494
5849,2020-07-26,Grayson,KY,"Grayson, KY",Main St and State Route 7,,"against anti-racism protesters, in support of police",2.0,policing; racism,200.0,200.0,200.0,2,38.332581,-82.948502,Grayson,Carter,KY,21043.0,2020-07-01,Carter,26627.0,0.007511172869643595
5853,2020-07-26,Marshfield,MA,"Marshfield, MA",Route 139,,"in support of police, for President Trump",2.0,executive; policing,200.0,200.0,200.0,2,42.091745,-70.705587,Marshfield,Plymouth,MA,25023.0,2020-07-01,Plymouth,530819.0,0.0003767762646024351
5857,2020-07-26,Woodhaven,MI,"Woodhaven, MI",Civic Center Park; Woodhaven Police Department,,in support of police,2.0,policing,200.0,200.0,200.0,2,42.138984,-83.241799,Woodhaven,Wayne,MI,26163.0,2020-07-01,Wayne,1793561.0,0.00011151000718681997
5864,2020-07-26,Oregon,OH,"Oregon, OH",Navarre Avenue,,"in support of police, against vilification and dehumanization of police",2.0,policing,100.0,100.0,100.0,2,41.64366,-83.486877,Oregon,Lucas,OH,39095.0,2020-07-01,Lucas,431279.0,0.00023186846565680222
5876,2020-07-27,Fairfield,CT,"Fairfield, CT",Fairfield Police Headquarters,,"against HB 6004, against state police reform legislation",2.0,legislative; policing,50.0,50.0,50.0,1,41.140836,-73.261262,Fairfield,Fairfield,CT,9001.0,2020-07-01,Fairfield,957419.0,5.222373903170921e-05
5883,2020-07-28,Redlands,CA,"Redlands, CA",Ed Hales Park; Redlands Police Department,,"in support of police, defend America, defend the police",2.0,policing,24.0,24.0,24.0,1,34.055569,-117.182538,Redlands,San Bernardino,CA,6071.0,2020-07-01,San Bernardino,2181654.0,1.1000827812292875e-05
5886,2020-07-28,Whittier,CA,"Whittier, CA",Whittier City Hall,,in support of police,2.0,policing,800.0,800.0,800.0,2,33.979179,-118.032844,Whittier,Los Angeles,CA,6037.0,2020-07-01,Los Angeles,10014009.0,7.988808478202886e-05
5889,2020-07-28,McDonough,GA,"McDonough, GA",McDonough Square,,against removal of Confederate monument,2.0,racism,200.0,200.0,200.0,2,33.447336,-84.146862,McDonough,Henry,GA,13151.0,2020-07-01,Henry,240712.0,0.0008308684236764266
5890,2020-07-28,Sandpoint,ID,"Sandpoint, ID",Sandpoint Library,,"against coronavirus mask mandate in public library, against discrimination",2.0,covid; racism,6.0,6.0,6.0,1,48.276577,-116.553465,Sandpoint,Bonner,ID,16017.0,2020-07-01,Bonner,47110.0,0.00012736149437486734
5891,2020-07-28,Beverly,MA,"Beverly, MA",Beverly City Hall,,"in support of police, against Black Lives Matter protesters",2.0,policing; racism,2.0,2.0,2.0,1,42.558428,-70.880049,Beverly,Essex,MA,25009.0,2020-07-01,Essex,809829.0,2.469657174539316e-06
5893,2020-07-28,Hingham,MA,"Hingham, MA",Hingham Town Hall,,"against removal of Thin Blue Line flags from local fire stations, in support of police",2.0,policing,100.0,100.0,100.0,2,42.241817,-70.889759,Hingham,Plymouth,MA,25023.0,2020-07-01,Plymouth,530819.0,0.00018838813230121756
5895,2020-07-28,Saint Joseph,MI,"Saint Joseph, MI",on the bluff in downtown,,in support of police,2.0,policing,200.0,200.0,200.0,2,42.093858,-86.489546,St. Joseph,Berrien,MI,26021.0,2020-07-01,Berrien,154316.0,0.0012960418880738225
5896,2020-07-28,Kansas City,MO,"Kansas City, MO",Kansas City Police Headquarters,,"in support of police, for patriotism",2.0,policing,24.0,24.0,24.0,1,39.099727,-94.578567,Kansas City,Jackson,MO,29095.0,2020-07-01,Jackson,717204.0,3.3463282413371925e-05
5901,2020-07-29,Estes Park,CO,"Estes Park, CO",Visitor Center,,"all lives matter, against Marxism, against Black Lives Matter",2.0,democracy; policing; racism,5.0,5.0,5.0,1,40.377206,-105.521665,Estes Park,Larimer,CO,8069.0,2020-07-01,Larimer,359066.0,1.392501657076972e-05
5903,2020-07-29,Norwich,CT,"Norwich, CT",Norwich Superior Court,,"in support of police, all lives matter, against Black Lives Matter",2.0,policing; racism,20.0,20.0,20.0,1,41.524265,-72.07591,Norwich,New London,CT,9011.0,2020-07-01,New London,268555.0,7.447264061365456e-05
5909,2020-07-29,Shelby Township,MI,"Shelby Township, MI",,,"for police, for President Trump",2.0,executive; policing,45.0,45.0,45.0,1,42.670782,-83.032993,Shelby Charter Township,Macomb,MI,26099.0,2020-07-01,Macomb,881217.0,5.1065742036297526e-05
5914,2020-07-29,Eugene,OR,"Eugene, OR",Wayne Lyman Morse U.S. Courthouse,,against Black Lives Matter protesters,2.0,policing; racism,60.0,60.0,60.0,1,44.052069,-123.086754,Eugene,Lane,OR,41039.0,2020-07-01,Lane,382971.0,0.00015666982617482786
5916,2020-07-29,Springfield,OR,"Springfield, OR",Dogwood & South 67th St,,against Black Lives Matter protesters,2.0,policing; racism,300.0,400.0,350.0,2,44.046236,-123.022029,Springfield,Lane,OR,41039.0,2020-07-01,Lane,382971.0,0.0009139073193531626
5920,2020-07-30,Palm Desert,CA,"Palm Desert, CA",in front of Westfield Mall,,"""pro-America""; in support of police; against governor's business and event closures due to coronavirus pandemic",2.0,covid; economy; policing,50.0,50.0,50.0,1,33.722245,-116.374456,Palm Desert,Riverside,CA,6065.0,2020-07-01,Riverside,2418185.0,2.0676664523185776e-05
5924,2020-07-30,Manchester,NH,"Manchester, NH",Manchester City Hall Plaza,,against defunding police,2.0,policing,50.0,50.0,50.0,1,42.99564,-71.454789,Manchester,Hillsborough,NH,33011.0,2020-07-01,Hillsborough,422937.0,0.00011822091706329785
5933,2020-07-30,Wilkes-Barre,PA,"Wilkes-Barre, PA",County Courthouse,,in support of President Trump; against burning of Trump campaign flags and confederate flags,2.0,executive; racism,20.0,20.0,20.0,1,41.245915,-75.881307,Wilkes-Barre,Luzerne,PA,42079.0,2020-07-01,Luzerne,325594.0,6.142619335737145e-05
5937,2020-07-31,Bozeman,MT,"Bozeman, MT",Main Street,,in support of law enforcement,2.0,policing,200.0,200.0,200.0,2,45.676998,-111.042934,Bozeman,Gallatin,MT,30031.0,2020-07-01,Gallatin,118960.0,0.0016812373907195697
5946,2020-08-01,La Mesa,CA,"La Mesa, CA",La Mesa City Hall,,"against Black Lives Matter, for President Trump, for recall of Governor Gavin Newsom",2.0,executive; policing; racism,40.0,40.0,40.0,1,32.767829,-117.023084,La Mesa,San Diego,CA,6073.0,2020-08-01,San Diego,3298634.0,1.2126231646190515e-05
5948,2020-08-01,Sacremento,CA,"Sacremento, CA",California State Capitol,,"against Governor Newsom, against the radical left, against defunding police, for President Trump",2.0,executive; policing,300.0,300.0,300.0,2,38.581572,-121.4944,Sacramento,Sacramento,CA,6067.0,2020-08-01,Sacramento,1585055.0,0.00018926788029437466
5951,2020-08-01,Yucaipa,CA,"Yucaipa, CA",Yucaipa City Hall,,"against Black Lives Matter, in support of police",2.0,policing; racism,120.0,150.0,135.0,2,34.033625,-117.043087,Yucaipa,San Bernardino,CA,6071.0,2020-08-01,San Bernardino,2181654.0,6.187965644414742e-05
5954,2020-08-01,Hartford,CT,"Hartford, CT",Connecticut State Capitol,,"Back the Blue; protesting the new police accountability act, in support of police",2.0,policing,50.0,50.0,50.0,1,41.765804,-72.673372,Hartford,Hartford,CT,9003.0,2020-08-01,Hartford,899498.0,5.558656050374765e-05
5958,2020-08-01,Nezperce,ID,"Nezperce, ID",Lewis County Sheriff's Office,,"against police brutality, for empowering sheriffs, against native peoples' rights, in support of Sean Anderson",2.0,native peoples' rights; policing,50.0,50.0,50.0,1,46.234891,-116.240698,Nezperce,Lewis,ID,16061.0,2020-08-01,Lewis,3533.0,0.014152278516841211
5960,2020-08-01,Twin Falls,ID,"Twin Falls, ID",Twin Falls City Park,,"against state coronavirus mandates, for recalling Governor Little, for freedom, for Christian values, against Black Lives Matter, against antifa, against RINOs, for patriotism, against abortion rights",2.0,civil rights; covid; policing; racism; religion; reproductive rights,100.0,100.0,100.0,2,42.555838,-114.470052,Twin Falls,Twin Falls,ID,16083.0,2020-08-01,Twin Falls,90046.0,0.0011105434999888945
5971,2020-08-01,Raleigh,NC,"Raleigh, NC",Halifax Mall,,"in support of local law enforcement, for President Trump",2.0,executive; policing,200.0,200.0,200.0,2,35.77959,-78.638179,Raleigh,Wake,NC,37183.0,2020-08-01,Wake,1129410.0,0.000177083610026474
5975,2020-08-01,Albany,NY,"Albany, NY",New York State Capitol,,in support of police,2.0,policing,200.0,200.0,200.0,2,42.652579,-73.756232,Albany,Albany,NY,36001.0,2020-08-01,Albany,314848.0,0.0006352271572314259
5985,2020-08-01,Knoxville,TN,"Knoxville, TN",Knoxville Police Department,,Back the Blue,2.0,policing,60.0,80.0,70.0,1,35.960638,-83.920739,Knoxville,Knox,TN,47093.0,2020-08-01,Knox,478971.0,0.00014614663518250584
5990,2020-08-01,Brookfield,WI,"Brookfield, WI",Square Mall,,"against state coronavirus mask mandate, for freedom, recall Governor Evers, for patriotism, for President Trump, for police",2.0,civil rights; covid; executive; policing,60.0,80.0,70.0,1,43.060567,-88.106479,Brookfield,Waukesha,WI,55133.0,2020-08-01,Waukesha,406978.0,0.00017199946925878056
5996,2020-08-02,Alexandria,IN,"Alexandria, IN",Church St,,against Black Lives Matter,2.0,policing; racism,30.0,40.0,35.0,1,40.262818,-85.675809,Alexandria,Madison,IN,18095.0,2020-08-01,Madison,130129.0,0.0002689638743093392
5997,2020-08-02,Louisville,KY,"Louisville, KY",La Bodeguita de Mima,,"against socialism, against anti-racism protesters",2.0,democracy; racism,24.0,24.0,24.0,1,38.252665,-85.758456,Louisville,Jefferson,KY,21111.0,2020-08-01,Jefferson,782969.0,3.065255457112606e-05
6002,2020-08-02,Pearl River,NY,"Pearl River, NY",Pearl River Fire Station,,"in support of law enforcement, for patriotism, for President Trump",2.0,executive; policing,1500.0,1500.0,1500.0,3,41.058985,-74.021806,Pearl River,Rockland,NY,36087.0,2020-08-01,Rockland,338329.0,0.004433554321385397
6005,2020-08-02,Junction City,OR,"Junction City, OR",Ivy Street,,"for President Trump, in support of local law enforcement, for patriotism",2.0,executive; policing,300.0,300.0,300.0,2,44.21929,-123.205648,Junction City,Lane,OR,41039.0,2020-08-01,Lane,382971.0,0.0007833491308741392
6008,2020-08-02,Ridley,PA,"Ridley, PA",100 E MacDade Blvd,,"in support of police, for President Trump",2.0,executive; policing,300.0,300.0,300.0,2,39.903075,-75.312064,,Delaware,PA,42045.0,2020-08-01,Delaware,576830.0,0.0005200839068703084
6009,2020-08-02,Dallas,TX,"Dallas, TX",Dallas-Fort Worth area; Friendship-West Baptist Church,,"Back the Blue, for President Trump, Confederate flags",2.0,executive; policing; racism,1000.0,1000.0,1000.0,3,32.776664,-96.796988,Dallas,Dallas,TX,48113.0,2020-08-01,Dallas,2613539.0,0.0003826229491888202
6012,2020-08-02,Portsmouth,VA,"Portsmouth, VA","Confederate Monument, 500 Court St",,"in support of the police, for President Trump, for patriotism, for constitutional rights",2.0,executive; policing,100.0,100.0,100.0,2,36.835426,-76.298274,Portsmouth,,VA,51740.0,2020-08-01,"Portsmouth city, Virginia",97915.0,0.001021293979471991
6015,2020-08-03,Fair Lawn,NJ,"Fair Lawn, NJ",Fair Lawn borough hall,,"in support of police and first responders, for President Trump, for patriotism",2.0,executive; policing,200.0,200.0,200.0,2,40.940376,-74.13181,Fair Lawn,Bergen,NJ,34003.0,2020-08-01,Bergen,955732.0,0.0002092636847986674
6035,2020-08-07,Novato,CA,"Novato, CA",Highway 101,,"for President Trump, in support of police",2.0,executive; policing,100.0,100.0,100.0,2,38.10742,-122.569703,Novato,Marin,CA,6041.0,2020-08-01,Marin,262321.0,0.00038121233145649796
6037,2020-08-07,Olathe,KS,"Olathe, KS",Johnson County Courthouse,,"in support of police, for patriotism, all lives matter",2.0,policing; racism,40.0,50.0,45.0,1,38.881396,-94.819128,Olathe,Johnson,KS,20091.0,2020-08-01,Johnson,609863.0,7.378706365200053e-05
6039,2020-08-07,Bozeman,MT,"Bozeman, MT",Main St,,"in support of police, for President Trump",2.0,executive; policing,400.0,400.0,400.0,2,45.676998,-111.042934,Bozeman,Gallatin,MT,30031.0,2020-08-01,Gallatin,118960.0,0.0033624747814391394
6041,2020-08-07,Portland,OR,"Portland, OR",Laurelhurst Park,,"against anti-racism protesters, against antifa",2.0,racism,2.0,2.0,2.0,1,45.505106,-122.675026,Portland,Multnomah,OR,41051.0,2020-08-01,Multnomah,815428.0,2.45269968654498e-06
6043,2020-08-07,Cottonwood Heights,UT,"Cottonwood Heights, UT",Cottonwood Heights Police Department,,against Black Lives Matter,2.0,policing; racism,150.0,150.0,150.0,2,40.618316,-111.816293,Cottonwood Heights,Salt Lake,UT,49035.0,2020-08-01,Salt Lake,1185238.0,0.00012655686030991245
6046,2020-08-08,Gadsden,AL,"Gadsden, AL",Convention Hall; Broad St; Emma Sansom monument,,"we are not racist all lives matter, in support of police, for President Trump",2.0,executive; policing; racism,20.0,25.0,22.0,1,34.014264,-86.006639,Gadsden,Etowah,AL,1055.0,2020-08-01,Etowah,103436.0,0.00021269190610619126
6047,2020-08-08,Beverly Hills,CA,"Beverly Hills, CA",West Hollywood; Beverly Gardens Park,,"for President Trump, in support of law enforcement, for freedom",2.0,civil rights; executive; policing,200.0,400.0,300.0,2,34.07362,-118.400356,Beverly Hills,Los Angeles,CA,6037.0,2020-08-01,Los Angeles,10014009.0,2.995803179326082e-05
6049,2020-08-08,Fort Collins,CO,"Fort Collins, CO","Fort Collins Police Department, 221 South Timberline Road",,in support of police,2.0,policing,200.0,200.0,200.0,2,40.58526,-105.084423,Fort Collins,Larimer,CO,8069.0,2020-08-01,Larimer,359066.0,0.0005570006628307887
6050,2020-08-08,Danbury,CT,"Danbury, CT",Danbury Police Department,,"in support of police, against state police reform legislation, for patriotism",2.0,legislative; policing,100.0,100.0,100.0,2,41.394817,-73.454011,Danbury,Fairfield,CT,9001.0,2020-08-01,Fairfield,957419.0,0.00010444747806341843
6059,2020-08-08,Las Vegas,NV,"Las Vegas, NV",Cheyenne Ave & Durango Drive,,"against state coronavirus mask mandate, against State Senator Cannizarro, for President Trump, in support of police",2.0,covid; executive; legislative; policing,200.0,200.0,200.0,2,36.169941,-115.13983,Las Vegas,Clark,NV,32003.0,2020-08-01,Clark,2265461.0,8.828225248635929e-05
6061,2020-08-08,Minden,NV,"Minden, NV",Douglas County Judicial & Law Enforcement Center,,"in support of Sheriff Dan Coverley, against Black Lives Matter protesters",2.0,policing; racism,200.0,400.0,300.0,2,38.954074,-119.765733,Minden,Douglas,NV,32005.0,2020-08-01,Douglas,49488.0,0.00606207565470417
6062,2020-08-08,Cleveland,OH,"Cleveland, OH","Fort Huntington Park, across the street from the Justice Center",,"in support of police, for law and order",2.0,legislative; policing,150.0,150.0,150.0,2,41.49932,-81.694361,Cleveland,Cuyahoga,OH,39035.0,2020-08-01,Cuyahoga,1264817.0,0.00011859423141845816
6069,2020-08-08,Seaside,OR,"Seaside, OR",City Hall; the Promenade,,"against anti-racism protesters, for President Trump, in support of police, against communism",2.0,democracy; executive; policing; racism,300.0,300.0,300.0,2,45.993164,-123.922639,Seaside,Clatsop,OR,41007.0,2020-08-01,Clatsop,41072.0,0.007304246201791975
6072,2020-08-08,Fort Worth,TX,"Fort Worth, TX",Tarrant County Courthouse,,"in support of police, for law and order, for President Trump, Hillary is satan",2.0,executive; legislative; policing; religion,100.0,100.0,100.0,2,32.755488,-97.330766,Fort Worth,Tarrant,TX,48439.0,2020-08-01,Tarrant,2110640.0,4.737899404919835e-05
6073,2020-08-08,Weatherford,TX,"Weatherford, TX",Parker County Courthouse,,"against removal of Confederate statue, against rioting",2.0,racism,100.0,200.0,150.0,2,32.759296,-97.797254,Weatherford,Parker,TX,48367.0,2020-08-01,Parker,148222.0,0.0010119955202331637
6081,2020-08-09,Modesto,CA,"Modesto, CA",McHenry Ave,,in support of law enforcement,2.0,policing,200.0,200.0,200.0,2,37.63926,-120.997001,Modesto,Stanislaus,CA,6099.0,2020-08-01,Stanislaus,552878.0,0.0003617434587739067
6083,2020-08-09,Nevada City,CA,"Nevada City, CA",Nevada City City Hall,,"against Black Lives Matter, for President Trump",2.0,executive; policing; racism,20.0,20.0,20.0,1,39.261561,-121.016059,Nevada City,Nevada,CA,6057.0,2020-08-01,Nevada,102241.0,0.0001956162400602498
6091,2020-08-09,Westford,MA,"Westford, MA",Boston Road; Town Common,,"in support of police, police lives matter",2.0,policing,400.0,500.0,450.0,2,42.579258,-71.437841,Westford,Middlesex,MA,25017.0,2020-08-01,Middlesex,1632002.0,0.0002757349562071615
6093,2020-08-09,Severna Park,MD,"Severna Park, MD",7-Eleven; Severna Park High School,,"in support of police, for patriotism",2.0,policing,50.0,50.0,50.0,1,39.070388,-76.545241,Severna Park,Anne Arundel,MD,24003.0,2020-08-01,Anne Arundel,588261.0,8.499628566231655e-05
6094,2020-08-09,Taylor,MI,"Taylor, MI",Cameron Priebe Plaza,,Back the Blue,2.0,policing,200.0,200.0,200.0,2,42.240872,-83.269651,Taylor,Wayne,MI,26163.0,2020-08-01,Wayne,1793561.0,0.00011151000718681997
6100,2020-08-09,Norman,OK,"Norman, OK",Andrews Park,,"against defunding police, for recalling city government",2.0,policing,1.0,1.0,1.0,1,35.222567,-97.439478,Norman,Cleveland,OK,40027.0,2020-08-01,Cleveland,295528.0,3.3837741263095207e-06
6105,2020-08-09,Exeter,PA,"Exeter, PA",Exeter Township municipal building,,"in support of police, for conservative values, no new world order",2.0,policing,20.0,20.0,20.0,1,41.320636,-75.819083,Exeter,Luzerne,PA,42079.0,2020-08-01,Luzerne,325594.0,6.142619335737145e-05
6110,2020-08-09,Hutto,TX,"Hutto, TX",Hutto Police Department,,in support of law enforcement; pro-police,2.0,policing,546.0,546.0,546.0,2,30.542699,-97.54667,Hutto,Williamson,TX,48491.0,2020-08-01,Williamson,609017.0,0.0008965266979411084
6112,2020-08-09,Seattle,WA,"Seattle, WA",Seattle City Hall,,against defunding police,2.0,policing,200.0,200.0,200.0,2,47.606209,-122.332071,Seattle,King,WA,53033.0,2020-08-01,King,2269675.0,8.811834293456112e-05
6115,2020-08-10,Grayson,KY,"Grayson, KY",Main Street & Carol Malone Boulevard,,against Black Lives Matter protesters,2.0,policing; racism,75.0,75.0,75.0,1,38.332581,-82.948502,Grayson,Carter,KY,21043.0,2020-08-01,Carter,26627.0,0.002816689826116348
6116,2020-08-10,Severna Park,MD,"Severna Park, MD",,,in support of police officers; against Black Lives Matter,2.0,policing; racism,50.0,50.0,50.0,1,39.070388,-76.545241,Severna Park,Anne Arundel,MD,24003.0,2020-08-01,Anne Arundel,588261.0,8.499628566231655e-05
6120,2020-08-11,Ocean Springs,MI,"Ocean Springs, MI",,,in support of police,2.0,policing,24.0,24.0,24.0,1,30.41131,-88.827806,Ocean Springs,Jackson,MS,28059.0,2020-08-01,Jackson,143252.0,0.00016753692793119817
6121,2020-08-11,Binghamton,NY,"Binghamton, NY",Broome County Courthouse,,in support of police,2.0,policing,25.0,25.0,25.0,1,42.098687,-75.917974,Binghamton,Broome,NY,36007.0,2020-08-01,Broome,198683.0,0.00012582858120724973
6123,2020-08-11,Bethlehem,PA,"Bethlehem, PA",Bethlehem City Hall,,"in support of police, for President Trump, against defunding police",2.0,executive; policing,100.0,100.0,100.0,2,40.625932,-75.370458,Bethlehem,Northampton,PA,42095.0,2020-08-01,Northampton,312951.0,0.00031953884154388386
6131,2020-08-12,Statesville,NC,"Statesville, NC",Iredell County Government Center,,against removal of Confederate monument,2.0,racism,24.0,24.0,24.0,1,35.782636,-80.887296,Statesville,Iredell,NC,37097.0,2020-08-01,Iredell,186693.0,0.00012855329337468465
6139,2020-08-13,Tonawanda,NY,"Tonawanda, NY",Main St,,"for President Trump, police lives matter",2.0,executive; policing,10.0,10.0,10.0,1,42.989131,-78.872234,,Erie,NY,36029.0,2020-08-01,Erie,954236.0,1.047958785876869e-05
6142,2020-08-14,Durango,CO,"Durango, CO",Buckley Park,,"in support of police, all lives matter, for patriotism, against Black Lives Matter",2.0,policing; racism,70.0,70.0,70.0,1,37.27528,-107.880067,Durango,La Plata,CO,8067.0,2020-08-01,La Plata,55638.0,0.0012581329307307955
6154,2020-08-15,Manchester,CT,"Manchester, CT",East Middle Turnpike; Manchester Police Department,,in support of police,2.0,policing,100.0,100.0,100.0,2,41.77593,-72.521501,Manchester,Hartford,CT,9003.0,2020-08-01,Hartford,899498.0,0.0001111731210074953
