,date,locality,state,location,location_detail,county_x,claims,valence,issues,size_low,size_high,size_mean,size_cat,lat,lon,resolved_locality,resolved_county,resolved_state,fips_code,month_year,county_y,population,size_mean_over_pop
4491,2020-06-15,Walhalla,SC,"Walhalla, SC",Main St,Oconee,against removal of Confederate monument,2.0,racism,200.0,200.0,200.0,2,34.764818,-83.064042,Walhalla,Oconee,SC,45073.0,2020-06-01,Oconee,78607.0,0.0025443026702456524
4494,2020-06-15,Cottonwood Heights,UT,"Cottonwood Heights, UT",Cottonwood Heights City Hall,Salt Lake,"against defunding police, against city councilwoman who took a knee during Pledge of Allegiance",2.0,foreign affairs; policing,100.0,100.0,100.0,2,40.618316,-111.816293,Cottonwood Heights,Salt Lake,UT,49035.0,2020-06-01,Salt Lake,1185238.0,8.437124020660829e-05
4498,2020-06-15,Bellingham,WA,"Bellingham, WA",Holly St and Railroad Ave,Whatcom,"against Black Lives Matter protesters, Blue Lives Matter, Back the Blue",2.0,policing; racism,2.0,2.0,2.0,1,48.751911,-122.478685,Bellingham,Whatcom,WA,53073.0,2020-06-01,Whatcom,226847.0,8.816515096077974e-06
4511,2020-06-16,Louisville,KY,"Louisville, KY",Central Park,,"in support of police, against violent disorder, against using police as scapegoats",2.0,policing,200.0,200.0,200.0,2,38.252665,-85.758456,Louisville,Jefferson,KY,21111.0,2020-06-01,Jefferson,782969.0,0.0002554379547593838
4520,2020-06-16,Oneida,NY,"Oneida, NY",State Police Troop D Headquarters,Oneida,"in support of police, All Lives Matter",2.0,policing; racism,15.0,15.0,15.0,1,43.092568,-75.651293,Oneida,Madison,NY,36053.0,2020-06-01,Madison,68016.0,0.0002205363443895554
4532,2020-06-17,Napa,CA,"Napa, CA",3rd St Bridge,,"Blue Lives Matter, God bless the police, for patriotism, against George Soros, for President Trump, for freedom, Thin Blue Line",2.0,civil rights; executive; policing; religion,60.0,80.0,70.0,1,38.297538,-122.286865,Napa,Napa,CA,6055.0,2020-06-01,Napa,138019.0,0.0005071765481564133
4540,2020-06-17,Boston,MA,"Boston, MA","Holy Name Rotary, West Roxbury",Suffolk,"Back the Blue, Thin Blue Line, for President Trump, for patriotism, not all cops are bad",2.0,executive; policing,200.0,200.0,200.0,2,42.360082,-71.05888,Boston,Suffolk,MA,25025.0,2020-06-01,Suffolk,797936.0,0.00025064666840448355
4541,2020-06-17,Burlington,MA,"Burlington, MA",Police Department,Middlesex,in support of police and first responders,2.0,policing,100.0,100.0,100.0,2,42.504716,-71.195621,Burlington,Middlesex,MA,25017.0,2020-06-01,Middlesex,1632002.0,6.127443471270256e-05
4563,2020-06-18,Anchorage,AK,"Anchorage, AK","Anchorage Police Department, 716 W 4th Ave",Anchorage,"in support of law enforcement, for patriotism, Thin Blue Line",2.0,policing,100.0,100.0,100.0,2,61.218056,-149.900278,Anchorage,Anchorage,AK,2020.0,2020-06-01,"Anchorage Municipality, Alaska",291247.0,0.0003433511761494539
4565,2020-06-18,Salinas,CA,"Salinas, CA",Salinas City Hall,Monterey,"against defunding police, for patriotism, Thin Blue Line",2.0,policing,20.0,20.0,20.0,1,36.677737,-121.655501,Salinas,Monterey,CA,6053.0,2020-06-01,Monterey,439035.0,4.5554454656234696e-05
4570,2020-06-18,Ponte Vedra Beach,FL,"Ponte Vedra Beach, FL",Ponte Vedra Beach Branch Library; the Inn and Club,St. Johns,against Black Lives Matter protesters,2.0,policing; racism,20.0,20.0,20.0,1,30.240006,-81.38526,Ponte Vedra Beach,St. Johns,FL,12109.0,2020-06-01,St. Johns,273425.0,7.314620096918717e-05
4580,2020-06-18,Buffalo,NY,"Buffalo, NY",Courthouse,,in support of police officers charged for injuring Black Lives Matter protester,2.0,policing; racism,200.0,200.0,200.0,2,42.886447,-78.878369,Buffalo,Erie,NY,36029.0,2020-06-01,Erie,954236.0,0.0002095917571753738
4581,2020-06-18,Kinderhook,NY,"Kinderhook, NY",Village Square,Columbia,"Back the Blue, for patriotism",2.0,policing,40.0,40.0,40.0,1,42.395362,-73.697898,Kinderhook,Columbia,NY,36021.0,2020-06-01,Columbia,61570.0,0.0006496670456391099
4590,2020-06-18,Pilot Point,TX,"Pilot Point, TX",Historic Downtown Square,Denton,against Black Lives Matter protesters,2.0,policing; racism,5.0,5.0,5.0,1,33.396503,-96.960561,Pilot Point,Denton,TX,48121.0,2020-06-01,Denton,906422.0,5.516194443647661e-06
4609,2020-06-19,Rifle,CO,"Rifle, CO",Railroad Ave,,"in support of law enforcement; against Black Lives Matter, for patriotism, for President Trump",2.0,executive; policing; racism,300.0,300.0,300.0,2,39.534702,-107.78312,Rifle,Garfield,CO,8045.0,2020-06-01,Garfield,61685.0,0.004863418983545432
4637,2020-06-19,Mishawaka,IN,"Mishawaka, IN",American Legion Post 161,,All Lives Matter,2.0,racism,5.0,6.0,6.0,1,41.661993,-86.158616,Mishawaka,St. Joseph,IN,18141.0,2020-06-01,St. Joseph,272912.0,2.1985108753004632e-05
4664,2020-06-19,Gulfport,MS,"Gulfport, MS",Harrison County Courthouse,,for protection of Confederate monument,2.0,racism,24.0,24.0,24.0,1,30.36742,-89.092816,Gulfport,Harrison,MS,28047.0,2020-06-01,Harrison,208621.0,0.0001150411511784528
4675,2020-06-19,Farmington,NM,"Farmington, NM",Animas Valley Mall,,"in support of police, for President Trump, for freedom, All Lives Matter",2.0,civil rights; executive; policing; racism,100.0,100.0,100.0,2,36.728058,-108.218686,Farmington,San Juan,NM,35045.0,2020-06-01,San Juan,121661.0,0.0008219560911056132
4676,2020-06-19,Silver City,NM,"Silver City, NM",Gough Park; Hudson Street to College Avenue and down Bullard Street,,"in support of police, All Lives Matter",2.0,policing; racism,200.0,200.0,200.0,2,32.770075,-108.280326,Silver City,Grant,NM,35017.0,2020-06-01,Grant,28185.0,0.007095973035302466
4727,2020-06-20,Gadsden,AL,"Gadsden, AL",Gadsden City Hall,,"against removal of Emma Sansom Confederate monument, in support of police, for boycotting Back Forty Beer Company",2.0,policing; racism,50.0,50.0,50.0,1,34.014264,-86.006639,Gadsden,Etowah,AL,1055.0,2020-06-01,Etowah,103436.0,0.00048339069569588923
4729,2020-06-20,Huntington Beach,CA,"Huntington Beach, CA",Huntington Beach Police Department,,"in support of police, for patriotism, for President Trump",2.0,executive; policing,50.0,50.0,50.0,1,33.659484,-117.998803,Huntington Beach,Orange,CA,6059.0,2020-06-01,Orange,3186989.0,1.568878963811924e-05
4742,2020-06-20,Palm City,FL,"Palm City, FL",US-1 and Jensen Beach Blvd,,"in support of police, Back the Blue",2.0,policing,50.0,50.0,50.0,1,27.167827,-80.266159,Palm City,Martin,FL,12085.0,2020-06-01,Martin,158431.0,0.0003155948015224293
4758,2020-06-20,Quincy,MA,"Quincy, MA",Wollaston Beach,Norfolk,"in support of police, Back the Blue, Police Lives Matter",2.0,policing,100.0,100.0,100.0,2,42.252877,-71.00227,Quincy,Norfolk,MA,25021.0,2020-06-01,Norfolk,725981.0,0.00013774465171953535
4759,2020-06-20,Walpole,MA,"Walpole, MA",Walpole High School; Walpole Police Department,,"in support of police, against defunding police, Back Blue Lives",2.0,policing,200.0,200.0,200.0,2,42.141744,-71.24951,Walpole,Norfolk,MA,25021.0,2020-06-01,Norfolk,725981.0,0.0002754893034390707
4761,2020-06-20,Westborough,MA,"Westborough, MA","Westborough Police Station, 45 West Main St",,"in support of police, for patriotism",2.0,policing,20.0,20.0,20.0,1,42.269522,-71.616129,Westborough,Worcester,MA,25027.0,2020-06-01,Worcester,862111.0,2.3198868823156184e-05
4766,2020-06-20,Independence,MO,"Independence, MO",Independence Police Department,,"in support of police, Thin Blue Line",2.0,policing,40.0,40.0,40.0,1,39.091116,-94.415507,Independence,Jackson,MO,29095.0,2020-06-01,Jackson,717204.0,5.577213735561988e-05
4770,2020-06-20,Concord,NH,"Concord, NH",New Hampshire State House,Merrimack,"in support of police, Back the Blue, for patriotism, Thin Blue Line",2.0,policing,24.0,24.0,24.0,1,43.208137,-71.537572,Concord,Merrimack,NH,33013.0,2020-06-01,Merrimack,153808.0,0.00015603869759700406
4772,2020-06-20,Flemington,NJ,"Flemington, NJ",Historic Courthouse,,"in support of law enforcement, against removal of Thin Blue Line from Main St in front of police department",2.0,policing,300.0,500.0,400.0,2,40.512326,-74.859332,Flemington,Hunterdon,NJ,34019.0,2020-06-01,Hunterdon,128947.0,0.0031020496793256144
4774,2020-06-20,Prineville,NM,"Prineville, NM",Crook County Courthouse,Crook,"against Black Lives Matter protesters, in support of police, for President Trump",2.0,executive; policing; racism,200.0,200.0,200.0,2,44.299849,-120.834466,Prineville,Crook,OR,41013.0,2020-06-01,Crook,24738.0,0.008084727948904519
4775,2020-06-20,Carson City,NV,"Carson City, NV",Carson Street,,"against Black Lives Matter protesters, All Lives Matter",2.0,policing; racism,15.0,15.0,15.0,1,39.163798,-119.767403,Carson City,,NV,32510.0,2020-06-01,"Carson City, Nevada",58639.0,0.0002558024522928426
4797,2020-06-20,Fleetwood,PA,"Fleetwood, PA",Main Street; South Richmond and South Franklin streets,,against Black Lives Matter protesters,2.0,policing; racism,5.0,10.0,8.0,1,40.453983,-75.817976,Fleetwood,Berks,PA,42011.0,2020-06-01,Berks,428849.0,1.865458471396692e-05
4803,2020-06-20,Spring Township,PA,"Spring Township, PA",overpass over Route 222,,"in support of police, for patriotism",2.0,policing,75.0,75.0,75.0,1,40.29937,-76.027586,,Berks,PA,42011.0,2020-06-01,Berks,428849.0,0.00017488673169343988
4815,2020-06-20,Paris,TX,"Paris, TX",Paris square,,in support of law enforcement,2.0,policing,200.0,200.0,200.0,2,33.660939,-95.555513,Paris,Lamar,TX,48277.0,2020-06-01,Lamar,50088.0,0.003992972368631209
4816,2020-06-20,Texarkana,TX,"Texarkana, TX",500 N State Line Ave,,against removal of Confederate monument,2.0,racism,40.0,40.0,40.0,1,33.425125,-94.047688,Texarkana,Bowie,TX,48037.0,2020-06-01,Bowie,92893.0,0.00043060295178323446
4817,2020-06-20,Salt Lake City,UT,"Salt Lake City, UT",City Hall,Salt Lake,"in support of police, against defunding police, for patriotism, for President Trump, for Christian values, Thin Blue Line",2.0,executive; policing; religion,500.0,1000.0,750.0,2,40.760779,-111.891047,Salt Lake City,Salt Lake,UT,49035.0,2020-06-01,Salt Lake,1185238.0,0.0006327843015495622
4820,2020-06-20,Kennewick,WA,"Kennewick, WA",Kennewick Police Department,,"All Lives Matter, Blue Lives Matter, Back the Blue, for patriotism",2.0,policing; racism,100.0,100.0,100.0,2,46.208668,-119.119948,Kennewick,Benton,WA,53005.0,2020-06-01,Benton,206873.0,0.00048338835904153756
4826,2020-06-20,Milwaukee,WI,"Milwaukee, WI",Milwaukee Police Department,,"in support of police, for Christian values",2.0,policing; religion,16.0,16.0,16.0,1,43.038902,-87.906474,Milwaukee,Milwaukee,WI,55079.0,2020-06-01,Milwaukee,939489.0,1.7030534684280498e-05
4835,2020-06-21,Palm City,FL,"Palm City, FL",Palm City Skate Park to Veterans Memorial Bridge,,"in support of police and first responders, Back the Blue",2.0,policing,200.0,200.0,200.0,2,27.167827,-80.266159,Palm City,Martin,FL,12085.0,2020-06-01,Martin,158431.0,0.0012623792060897172
4836,2020-06-21,Tampa,FL,"Tampa, FL",Hyde Park Village,,against Black Lives Matter protesters,2.0,policing; racism,1.0,1.0,1.0,1,27.950575,-82.457178,Tampa,Hillsborough,FL,12057.0,2020-06-01,Hillsborough,1459762.0,6.850431782715264e-07
4838,2020-06-21,Watkinsville,GA,"Watkinsville, GA",Oconee County Sheriff's Office,,"in support of police, for patriotism, Back the Blue",2.0,policing,10.0,15.0,12.0,1,33.862896,-83.408771,Watkinsville,Oconee,GA,13219.0,2020-06-01,Oconee,41799.0,0.00028708820785186247
4840,2020-06-21,Branson,MO,"Branson, MO",76 Country Boulevard; near Dixie Outfitters,,in defense of Confederate flag,2.0,racism,50.0,50.0,50.0,1,36.643673,-93.218514,Branson,Taney,MO,29213.0,2020-06-01,Taney,56066.0,0.0008918060856847287
4843,2020-06-21,Asheville,NC,"Asheville, NC",Pack Square,Buncombe,against defunding police; against Black Lives Matter protesters,2.0,policing; racism,100.0,100.0,100.0,2,35.595058,-82.551487,Asheville,Buncombe,NC,37021.0,2020-06-01,Buncombe,269452.0,0.00037112361385330223
4862,2020-06-22,Boca Raton,FL,"Boca Raton, FL",Boca Raton City Hall; NW 2nd Avenue and NW 2nd St; Boca Raton Police Department,,"for President Trump, in support of police, for patriotism, Blue Lives Matter",2.0,executive; policing,100.0,100.0,100.0,2,26.368306,-80.128932,Boca Raton,Palm Beach,FL,12099.0,2020-06-01,Palm Beach,1492191.0,6.701554961797786e-05
4863,2020-06-22,Buford,GA,"Buford, GA",Outside the north precinct of the Gwinnett County Police Department,,"in support of police, for patriotism, thank you blue",2.0,policing,36.0,36.0,36.0,1,34.120656,-84.004351,Buford,Gwinnett,GA,13135.0,2020-06-01,Gwinnett,957062.0,3.761511793384337e-05
4864,2020-06-22,Anderson,IN,"Anderson, IN",Anderson Police Department,,"in support of police, Police Lives Matter",2.0,policing,50.0,50.0,50.0,1,40.10532,-85.680254,Anderson,Madison,IN,18095.0,2020-06-01,Madison,130129.0,0.00038423410615619886
4869,2020-06-22,Graham,NC,"Graham, NC",Court Square,,against removal of Confederate monument,2.0,racism,50.0,60.0,55.0,1,36.069026,-79.400576,Graham,Alamance,NC,37001.0,2020-06-01,Alamance,171415.0,0.00032085873464982647
4872,2020-06-22,New York,NY,"New York, NY","Juniper Valley Park, Queens; Middle Village",Queens,"in support of police, for patriotism, against looting, Blue Lives Matter",2.0,policing,200.0,200.0,200.0,2,40.712775,-74.005973,New York,,NY,36081.0,2020-06-01,Queens,2405464.0,8.314404206423376e-05
4873,2020-06-22,Port Jefferson Station,NY,"Port Jefferson Station, NY",,,"in support of police, for patriotism, for President Trump, for unity, Thin Blue Line, Back the Blue, Blue Lives Matter, God bless the police",2.0,executive; policing; religion,200.0,200.0,200.0,2,40.925376,-73.047328,Port Jefferson Station,Suffolk,NY,36103.0,2020-06-01,Suffolk,1525920.0,0.00013106847016881618
4875,2020-06-22,Grants Pass,OR,"Grants Pass, OR",Grants Pass Department of Public Safety,,"in support of police, for patriotism",2.0,policing,100.0,100.0,100.0,2,42.439007,-123.328393,Grants Pass,Josephine,OR,41033.0,2020-06-01,Josephine,88090.0,0.0011352026336701102
4906,2020-06-23,Philadelphia,PA,"Philadelphia, PA",,,against Black Lives Matter protesters,2.0,policing; racism,100.0,100.0,100.0,2,39.952584,-75.165222,Philadelphia,Philadelphia,PA,42101.0,2020-06-01,Philadelphia,1603797.0,6.235203083682038e-05
4914,2020-06-24,Grass Valley,CA,"Grass Valley, CA",Sutton Way and Brunswick Road intersection,,"in support of police, Blue Lives Matter, for patriotism",2.0,policing,12.0,12.0,12.0,1,39.219061,-121.061061,Grass Valley,Nevada,CA,6057.0,2020-06-01,Nevada,102241.0,0.00011736974403614988
4916,2020-06-24,New Haven,CT,"New Haven, CT",Wooster Square,,against removal of Christopher Columbus statue,2.0,racism,40.0,50.0,45.0,1,41.308274,-72.927883,New Haven,New Haven,CT,9009.0,2020-06-01,New Haven,864835.0,5.2033046766146146e-05
4939,2020-06-24,Sweet Home,OR,"Sweet Home, OR",Sweet Home Police Department,,"in support of police, Back the Blue, law and order matters, for patriotism",2.0,legislative; policing,200.0,300.0,250.0,2,44.397625,-122.736196,Sweet Home,Linn,OR,41043.0,2020-06-01,Linn,128610.0,0.001943861286058627
4947,2020-06-25,Fountain Hills,AZ,"Fountain Hills, AZ",Fountain Park,,"All Lives Matter, Police Lives Matter",2.0,policing; racism,5.0,5.0,5.0,1,33.604208,-111.725694,Fountain Hills,Maricopa,AZ,4013.0,2020-06-01,Maricopa,4420568.0,1.1310763684666767e-06
4961,2020-06-25,Attleboro,MA,"Attleboro, MA",Veterans Memorial Common,,"in support of police, for patriotism, Thin Blue Line",2.0,policing,24.0,24.0,24.0,1,41.944544,-71.285608,Attleboro,Bristol,MA,25005.0,2020-06-01,Bristol,579200.0,4.143646408839779e-05
4964,2020-06-25,Kansas City,MO,"Kansas City, MO","Police Headquarters, 1125 Locust",,"in support of police, against rioting, God bless the police, for patriotism",2.0,policing; religion,25.0,30.0,28.0,1,39.099727,-94.578567,Kansas City,Jackson,MO,29095.0,2020-06-01,Jackson,717204.0,3.9040496148933914e-05
4968,2020-06-25,Derry,NH,"Derry, NH",near Derry police station on Folsom Road,,"in support of police, against defunding police, Thin Blue Line",2.0,policing,24.0,24.0,24.0,1,42.880644,-71.327335,Derry,Rockingham,NH,33015.0,2020-06-01,Rockingham,314176.0,7.639030352413934e-05
4969,2020-06-25,Old Bridge,NJ,"Old Bridge, NJ",Municipal complex off Route 516 and Cottrell Road,,in support of police,2.0,policing,200.0,200.0,200.0,2,40.412855,-74.307282,Old Bridge Township,Middlesex,NJ,34023.0,2020-06-01,Middlesex,863162.0,0.00023170621505580645
4990,2020-06-25,Madison,WI,"Madison, WI",Wisconsin State Capitol,,All Lives Matter,2.0,racism,1.0,1.0,1.0,1,43.073052,-89.40123,Madison,Dane,WI,55025.0,2020-06-01,Dane,561504.0,1.7809312133128171e-06
4999,2020-06-26,Tavares,FL,"Tavares, FL",,Lake,"in support of police, Back the Blue, Thin Blue Line, for patriotism",2.0,policing,200.0,200.0,200.0,2,28.804158,-81.725632,Tavares,Lake,FL,12069.0,2020-06-01,Lake,383956.0,0.0005208930189917595
5012,2020-06-26,Nutley,NJ,"Nutley, NJ",Chestnut St and Kennedy Dr,Essex,"in defense of Christopher Columbus statue, for President Trump, All Lives Matter",2.0,executive; racism,50.0,50.0,50.0,1,40.822317,-74.159872,Nutley,Essex,NJ,34013.0,2020-06-01,Essex,863728.0,5.7888594557545895e-05
5014,2020-06-26,Alamogordo,NM,"Alamogordo, NM",White Sands Blvd and 10th Street,Otero,"in support of police, against defunding police, for patriotism, for freedom, Back the Blue, Thin Blue Line, defend police",2.0,civil rights; policing,200.0,200.0,200.0,2,32.899532,-105.960265,Alamogordo,Otero,NM,35035.0,2020-06-01,Otero,67839.0,0.0029481566650451803
5019,2020-06-26,Tarrytown,NY,"Tarrytown, NY",Patriots Park,Westchester,"in support of police, against Black Lives Matter",2.0,policing; racism,60.0,80.0,70.0,1,41.076208,-73.858746,Tarrytown,Westchester,NY,36119.0,2020-06-01,Westchester,1004457.0,6.968939436929605e-05
5022,2020-06-26,Ashland,OH,"Ashland, OH",Ashland County Fairgrounds,Ashland,"in support of police, Thin Blue Line",2.0,policing,300.0,300.0,300.0,2,40.868668,-82.318218,Ashland,Ashland,OH,39005.0,2020-06-01,Ashland,52447.0,0.005720060251301314
5026,2020-06-26,Springfield,OR,"Springfield, OR",Springfield Public Library,,against Black Lives Matter protesters,2.0,policing; racism,4.0,5.0,4.0,1,44.046236,-123.022029,Springfield,Lane,OR,41039.0,2020-06-01,Lane,382971.0,1.0444655078321857e-05
5028,2020-06-26,Sweet Home,OR,"Sweet Home, OR",Sweet Home Police Department,,in support of local law enforcement; Back the Blue,2.0,policing,200.0,300.0,250.0,2,44.397625,-122.736196,Sweet Home,Linn,OR,41043.0,2020-06-01,Linn,128610.0,0.001943861286058627
5033,2020-06-26,College Station,TX,"College Station, TX",Texas A&M University,Brazos,against removal of Confederate statue on Texas A&M University campus,2.0,education; racism,5.0,10.0,8.0,1,30.627977,-96.334407,College Station,Brazos,TX,48041.0,2020-06-01,Brazos,233849.0,3.421010994274083e-05
5037,2020-06-26,Marion,VA,"Marion, VA",downtown,,"in support of police, in support of veterans, for right to free assembly",2.0,civil rights; military; policing,150.0,200.0,175.0,2,36.834838,-81.514837,Marion,Smyth,VA,51173.0,2020-06-01,Smyth,29800.0,0.00587248322147651
5042,2020-06-27,Wasilla,AK,"Wasilla, AK",Newcomb Park,,"in support of police, for patriotism, Thin Blue Line, Blue Lives Matter, WWG1WGA",2.0,policing,24.0,24.0,24.0,1,61.580876,-149.44106,Wasilla,Matanuska-Susitna,AK,2170.0,2020-06-01,"Matanuska-Susitna Borough, Alaska",107081.0,0.00022412939737208282
5049,2020-06-27,Turlock,CA,"Turlock, CA",West Monte Vista Ave and Geer Rd,Stanislaus,"in support of police, Police Lives Matter, for patriotism, Thin Blue Line",2.0,policing,100.0,100.0,100.0,2,37.494574,-120.845979,Turlock,Stanislaus,CA,6099.0,2020-06-01,Stanislaus,552878.0,0.00018087172938695335
5064,2020-06-27,Tampa,FL,"Tampa, FL",S Albany Ave,,against Black Lives Matter protesters,2.0,policing; racism,1.0,1.0,1.0,1,27.950575,-82.457178,Tampa,Hillsborough,FL,12057.0,2020-06-01,Hillsborough,1459762.0,6.850431782715264e-07
5074,2020-06-27,Woodstock,IL,"Woodstock, IL",Woodstock Harley-Davidson to Woodstock Police Department,McHenry,"in support of police, against anarchy",2.0,policing,200.0,200.0,200.0,2,42.314744,-88.448702,Woodstock,McHenry,IL,17111.0,2020-06-01,McHenry,310229.0,0.0006446850552333921
5080,2020-06-27,Boston,MA,"Boston, MA",Massachusetts State House,Suffolk,"in support of police, Blue Lives Matter, Thin Blue Line",2.0,policing,50.0,50.0,50.0,1,42.360082,-71.05888,Boston,Suffolk,MA,25025.0,2020-06-01,Suffolk,797936.0,6.266166710112089e-05
5083,2020-06-27,Allendale,MI,"Allendale, MI",Allendale Community Park,Ottawa,"against removal of Confederate monument, leave it up",2.0,racism,24.0,24.0,24.0,1,42.972193,-85.954041,Allendale Charter Township,Ottawa,MI,26139.0,2020-06-01,Ottawa,296200.0,8.102633355840649e-05
5086,2020-06-27,Saint Paul,MN,"Saint Paul, MN",Minnesota Governor's Residence,,"in support of police, for President Trump, for patriotism",2.0,executive; policing,50.0,70.0,60.0,1,44.953703,-93.089958,Saint Paul,Ramsey,MN,27123.0,2020-06-01,Ramsey,552352.0,0.00010862638317594578
5088,2020-06-27,Branson,MO,"Branson, MO",Dixie Outfitters,Taney,"against removal of store that sells Confederate memorabilia, for President Trump, for patriotism, for freedom, White Lives Matter",2.0,civil rights; executive; racism,100.0,150.0,125.0,2,36.643673,-93.218514,Branson,Taney,MO,29213.0,2020-06-01,Taney,56066.0,0.002229515214211822
5100,2020-06-27,Byram,NJ,"Byram, NJ",CO Johnson Park,,"against Black Lives Matter protesters, All Lives Matter",2.0,policing; racism,10.0,10.0,10.0,1,40.960102,-74.722729,Byram Township,Sussex,NJ,34037.0,2020-06-01,Sussex,144221.0,6.933802982922044e-05
5106,2020-06-27,Las Cruces,NM,"Las Cruces, NM",City of Las Cruces Police Department,,"in support of police, Back the Blue",2.0,policing,50.0,50.0,50.0,1,32.31994,-106.763654,Las Cruces,Do�a Ana,NM,35013.0,2020-06-01,Doña Ana,219561.0,0.00022772714644221878
5117,2020-06-27,Sisters,OR,"Sisters, OR",Cascade Ave,Deschutes,"in support of police and first responders, Thin Blue Line",2.0,policing,15.0,15.0,15.0,1,44.290949,-121.549212,Sisters,Deschutes,OR,41017.0,2020-06-01,Deschutes,198253.0,7.566089794353679e-05
5125,2020-06-27,Sioux Falls,SD,"Sioux Falls, SD",Lewis Drug Store,Minnehaha,"in support of police, for patriotism, for President Trump, Thin Blue Line",2.0,executive; policing,100.0,100.0,100.0,2,43.546022,-96.731265,Sioux Falls,Minnehaha,SD,46099.0,2020-06-01,Minnehaha,197214.0,0.0005070633930654011
5128,2020-06-27,Longview,TX,"Longview, TX",Gregg County Courthouse,,"for Christian values, against unrest and strife, in support of police, for safety during coronavirus pandemic",2.0,covid; policing; religion,200.0,200.0,200.0,2,32.500704,-94.740489,Longview,Gregg,TX,48183.0,2020-06-01,Gregg,124239.0,0.0016098004652323344
5133,2020-06-27,Spotsylvania,VA,"Spotsylvania, VA",Robert E. Lee Elementary School; County General District Court,Spotsylvania,Back the Blue; in support of law enforcement,2.0,policing,100.0,100.0,100.0,2,38.204165,-77.607787,,Spotsylvania,VA,51177.0,2020-06-01,Spotsylvania,140032.0,0.0007141224862888483
5139,2020-06-27,Twisp,WA,"Twisp, WA",WA-20,,"in support of police, for patriotism, Thin Blue Line",2.0,policing,25.0,25.0,25.0,1,48.363478,-120.122303,Twisp,Okanogan,WA,53047.0,2020-06-01,Okanogan,42104.0,0.000593767813034391
5141,2020-06-27,Kenosha,WI,"Kenosha, WI",Civic Center Park,Kenosha,"in support of police, Back the Blue, Blue Lives Matter, for patriotism",2.0,policing,200.0,200.0,200.0,2,42.584742,-87.821185,Kenosha,Kenosha,WI,55059.0,2020-06-01,Kenosha,169151.0,0.0011823755106384237
5168,2020-06-28,Kansas City,MO,"Kansas City, MO",Shawnee Justice Center,,"in support of police, Back the Blue",2.0,policing,30.0,30.0,30.0,1,39.099727,-94.578567,Kansas City,Jackson,MO,29095.0,2020-06-01,Jackson,717204.0,4.182910301671491e-05
5173,2020-06-28,East Meadow,NY,"East Meadow, NY",old Home Depot site,Nassau,"in support of police and first responders, for patriotism, for freedom, Thin Blue Line, for President Trump",2.0,civil rights; executive; policing,200.0,200.0,200.0,2,40.71399,-73.559016,East Meadow,Nassau,NY,36059.0,2020-06-01,Nassau,1395774.0,0.0001432896729699794
5183,2020-06-28,Nashville,TN,"Nashville, TN",Legislative Plaza,,"in support of police, for patriotism, for freedom, Thin Blue Line",2.0,civil rights; policing,24.0,24.0,24.0,1,36.162664,-86.781602,Nashville,Davidson,TN,47037.0,2020-06-01,Davidson,715884.0,3.352498449469467e-05
5186,2020-06-28,Fredericksburg,VA,"Fredericksburg, VA",Hurkamp Park; College Ave; Fredericksburg Police headquarters,,"in support of police, for patriotism, Thin Blue Line",2.0,policing,200.0,200.0,200.0,2,38.303184,-77.46054,Fredericksburg,,VA,51630.0,2020-06-01,"Fredericksburg city, Virginia",27982.0,0.007147451933385748
5197,2020-06-29,Norco,CA,"Norco, CA",Norco City Hall,,"against Black Lives Matter protesters, for President Trump",2.0,executive; policing; racism,100.0,100.0,100.0,2,33.931126,-117.548661,Norco,Riverside,CA,6065.0,2020-06-01,Riverside,2418185.0,4.135332904637155e-05
5201,2020-06-29,Santa Clarita,CA,"Santa Clarita, CA",Valencia Blvd and McBean Pkwy,,"in support of police, for President Trump",2.0,executive; policing,24.0,24.0,24.0,1,34.391664,-118.542586,Santa Clarita,Los Angeles,CA,6037.0,2020-06-01,Los Angeles,10014009.0,2.396642543460866e-06
5208,2020-06-29,Grand Rapids,MI,"Grand Rapids, MI",Cedar Plaza,,"in support of local law enforcement; against defunding police, for patriotism, Thin Blue Line",2.0,policing,100.0,100.0,100.0,2,42.96336,-85.668086,Grand Rapids,Kent,MI,26081.0,2020-06-01,Kent,657974.0,0.00015198168924607962
5223,2020-06-30,Boise,ID,"Boise, ID",Boise City Hall,,"against defunding police, against Black Lives Matter protesters, for patriotism, for freedom, Thin Blue Line, for white supremacy, Blue Lives Matter",2.0,civil rights; policing; racism,600.0,700.0,650.0,2,43.615019,-116.202314,Boise,Ada,ID,16001.0,2020-06-01,Ada,494967.0,0.0013132188610553836
5245,2020-07-01,Provo,UT,"Provo, UT",,,against Black Lives Matter,2.0,policing; racism,100.0,100.0,100.0,2,40.233844,-111.658534,Provo,Utah,UT,49049.0,2020-07-01,Utah,659399.0,0.00015165324788178326
5262,2020-07-02,Upper Darby,PA,"Upper Darby, PA",Upper Darby Police Department,,"in support of police, against looting, for patriotism, against defunding police",2.0,policing,100.0,200.0,150.0,2,39.959317,-75.287824,,Delaware,PA,42045.0,2020-07-01,Delaware,576830.0,0.0002600419534351542
5265,2020-07-02,Saint George,UT,"Saint George, UT",,,"against removal of name Dixie from town buildings, for preserving markers of Confederate history",2.0,racism,200.0,200.0,200.0,2,37.096528,-113.568416,St. George,Washington,UT,49053.0,2020-07-01,Washington,180279.0,0.0011093915542020978
